Home Scoring,Home Pass Yds,Home Rush Yds,Home Fumbles,Home Ints,Away Scoring,Away Pass Yds,Away Rush Yds,Away Fumbles,Away Ints,Home Field Adv,Target
20.41666667,235.3333333,123.4166667,1.666666667,0.75,17,189.1666667,111.8333333,1.166666667,0.833333333,0,1
20.41666667,239.0833333,108,0.916666667,1.083333333,22.08333333,253.5,100.5833333,0.666666667,1,0,0
28.41666667,250.25,138.5833333,1,1.083333333,25.5,264,121.8333333,1.666666667,1,0.166666667,0
27.4,261.2,137.3,1.4,0.8,24.2,331.9,75.1,1,1.4,0,0
24.25,254.0833333,135.3333333,1,1,23,258.8333333,100,1.083333333,0.916666667,0.166666667,1
23.58333333,302.05,108.7666667,1.083333333,1.533333333,25.66666667,233.8833333,121.0833333,1.15,1.033333333,-0.1,1
21.1,218.3,108.8,1.6,0.6,21.9,284.3,113.5,1.1,1.4,-0.2,0
29.25,318.5,106.9166667,1.083333333,1.083333333,24.33333333,258.8333333,136.0833333,1.166666667,1.25,0,1
20.25,237.0833333,120,1.333333333,0.833333333,18.91666667,232.1666667,89.58333333,1.5,0.666666667,0.166666667,1
22.5,274.8,120.7,1.2,0.6,21.3,222.1,105.1,1.3,0.6,0.2,1
27.41666667,261.9166667,151.4166667,1,0.833333333,22.5,244.25,96.91666667,1.833333333,1,0.333333333,1
23.91666667,256.4166667,97.16666667,1.55,0.95,25.18333333,274.7,95.81666667,1.633333333,0.366666667,0.066666667,0
28.6,243.3,110,0.9,0.9,19.7,291,82.8,1,1.8,0,1
23.26190476,271.2380952,104.1428571,1.071428571,1.178571429,21.69047619,248.5238095,101.0595238,1.369047619,0.702380952,0.095238095,0
25.95238095,317.297619,87.72619048,1.321428571,0.964285714,25.35714286,219.7857143,135.1071429,1.595238095,0.607142857,0.095238095,1
25.5,244.25,125.9166667,0.416666667,1,15.33333333,245.0833333,92.33333333,2.083333333,1.666666667,0.166666667,1
18,256.1666667,132.9166667,2,1.5,24.66666667,264,95.5,0.916666667,1.083333333,0,0
18.6547619,274.0952381,92.16666667,1.607142857,0.928571429,20.78571429,202.3571429,120.2738095,1.166666667,0.666666667,0.095238095,1
26.80952381,277.6190476,120.452381,1.095238095,0.619047619,18.4047619,210.8333333,100.4285714,1.035714286,0.892857143,0.071428571,1
21.91666667,267.0238095,75.07142857,1.714285714,1.297619048,25.19047619,268.9761905,117.4404762,1.571428571,1.464285714,0.071428571,1
20.92857143,264,96.07142857,1.785714286,0.928571429,25.57142857,273.1428571,124.0714286,0.642857143,0.785714286,-0.142857143,0
23.80952381,236.1309524,114.9761905,1.130952381,0.595238095,26.75,283.6428571,115.6071429,0.857142857,0.94047619,0.238095238,0
21.10714286,257.5714286,94.29761905,1.773809524,1.083333333,22.14285714,232.3809524,133.3571429,1.25,1,-0.071428571,0
22.91666667,245.4166667,133.0833333,1.583333333,1.166666667,24.66666667,264.4166667,100.9166667,1.583333333,0.666666667,0,0
19.20238095,280.1785714,111.797619,1.535714286,1.607142857,25.72619048,252.2619048,110.6428571,0.857142857,0.666666667,0.238095238,0
29.33333333,310.1666667,127.3333333,1.5,0.583333333,26.16666667,293.0833333,95.66666667,1.166666667,1.083333333,0,1
16,207.7857143,94.07142857,1.428571429,0.785714286,20.21428571,213.2142857,148.7142857,1.285714286,0.928571429,0,0
25.92857143,235.4285714,114.9285714,1.5,1,18.85714286,241.8571429,117.5,2.142857143,1.428571429,0.142857143,1
22.71428571,252.6428571,101.2857143,1.428571429,1.214285714,27.92857143,278.7857143,118.2142857,1.571428571,0.5,0.142857143,0
31.64285714,250.3571429,158.8571429,1.142857143,0.785714286,21.35714286,212,116.6428571,1.357142857,1.357142857,-0.142857143,1
21.875,243.3125,105,0.9375,0.75,18.5625,250.1875,91.4375,1.125,1,0.125,1
18.71428571,290.8571429,94.57142857,1.428571429,1.142857143,22.92857143,226.8571429,126.6428571,1.142857143,0.571428571,-0.142857143,1
21.125,254.3571429,114.3660714,1.464285714,1.125,24.05357143,269.5446429,117.8839286,0.982142857,1.053571429,0.071428571,0
17.26785714,254.0178571,84.55357143,1.758928571,1.517857143,29.27678571,255.0446429,131.625,0.651785714,0.946428571,0.071428571,0
19.78571429,208.0714286,99.57142857,1.5,0.428571429,24.92857143,291.2857143,116.4285714,1.285714286,0.785714286,0,0
25.24107143,243.6339286,140.3392857,1.303571429,0.741071429,23.33035714,287.5982143,103.2767857,1.5,1.196428571,0.196428571,0
20.85714286,297.7142857,85.14285714,1.5,1.071428571,26.5,257.2857143,106.0714286,1.214285714,0.714285714,0.142857143,0
19.1875,213.3125,119.75,1.25,0.75,19.875,230.1875,109.0625,1.4375,0.875,0.25,1
24.91071429,240.2767857,103.0982143,1.017857143,0.714285714,21.99107143,288.6160714,105.1428571,1.580357143,1.214285714,-0.071428571,0
25.92857143,244.7142857,99.85714286,0.785714286,0.642857143,19.07142857,271.0714286,111.2142857,1.714285714,1.642857143,0,1
24.64285714,284.5714286,91.5,1,1.071428571,24,288.7142857,143.9285714,2,0.785714286,0.142857143,1
19.25,211.625,107.375,1.1875,0.4375,23.625,280.4375,121.625,1.1875,0.75,0.125,0
20.25,242.5,110.1875,1.5625,1,25.9375,273.5625,112.9375,1.0625,0.75,0,0
26.75,254.3125,116.1875,1,0.6875,21.6875,276.4375,108.375,1.5625,1.0625,0,1
31.875,282.8125,159.5625,1.1875,0.5625,21.875,251.25,114.6875,1.75,1.1875,0,1
22.5625,281.4375,104.25,1.1875,1.125,28.0625,303.1875,137.5,1.125,0.625,0,1
23.9375,252.0625,107.5,1.6875,0.8125,23.125,281.9375,91.5625,1.625,1.4375,0,1
27.73611111,259.6458333,126.7152778,1.131944444,0.708333333,19.42361111,279.5972222,91.32638889,1.819444444,0.888888889,0.180555556,0
22.09027778,280.0763889,106.9375,1.506944444,1.631944444,27.73611111,265.0625,113.2222222,1.076388889,0.8125,0.055555556,1
23.08333333,214.7083333,125.8472222,1.229166667,0.756944444,22.94444444,279.4791667,110.4791667,1.284722222,0.659722222,-0.180555556,1
21.94444444,199.0694444,140.1319444,1,0.881944444,19.05555556,221.7777778,106.0972222,1.534722222,0.944444444,0.180555556,1
19.625,240.3125,118.8125,1.6875,0.75,20.8125,274.75,98.75,1.5625,1.25,-0.125,0
23.3125,221.625,105.1875,0.9375,1.0625,22.3125,247.6875,113,1.5625,1.375,0.125,0
26.9375,254.5625,115.4375,1.1875,0.625,18.5625,202.125,119.25,1.8125,1.125,0.125,1
22.05555556,259.2777778,118.6666667,1.5,1.055555556,25.44444444,247.0555556,134.5555556,1.333333333,0.833333333,0.111111111,1
21.61111111,226.1111111,128.5555556,1.388888889,0.833333333,21.38888889,229.4444444,110.5,1.166666667,0.944444444,0,0
22.38888889,293.7777778,98.55555556,1.166666667,1,25.61111111,247.8333333,107.9444444,1,0.555555556,0.222222222,0
23.33333333,260.5555556,109.3888889,0.777777778,0.888888889,17.66666667,248.5,103,1.388888889,1.055555556,0.111111111,1
24.83333333,234.7777778,138.6111111,1.5,0.666666667,22.44444444,288.3333333,111.2222222,1.555555556,1.111111111,0.111111111,1
20.94444444,234,133.6666667,1.888888889,1.222222222,26.44444444,246.0555556,108.1111111,1.222222222,0.944444444,0.111111111,0
27.55555556,241.4444444,137.1111111,0.777777778,0.666666667,15,208.8333333,82.16666667,1.444444444,1,0,1
20.66666667,287.2777778,94.61111111,1.5,1.388888889,26.44444444,251.7222222,118.8333333,1.055555556,0.611111111,0,0
22.16666667,279.1111111,108.7777778,1.333333333,1.277777778,20.72222222,229.2777778,97.22222222,1.222222222,0.888888889,0.222222222,1
24.83333333,312.7222222,119.3333333,1.611111111,0.777777778,29.61111111,290.9444444,103.7222222,1.055555556,0.833333333,0.111111111,0
27.77777778,269.7222222,133.1666667,0.833333333,0.388888889,21.5,295.2222222,103.1111111,1.777777778,1.055555556,0.111111111,1
25.66666667,272.2777778,92.55555556,1.722222222,0.777777778,22.11111111,243.1111111,101.9444444,1.555555556,1.222222222,0,1
22.38888889,266.2222222,117.8888889,1.5,0.777777778,23.94444444,221.5,99.72222222,0.888888889,0.666666667,0.111111111,0
19.22222222,225.2222222,131.2777778,1.944444444,1.333333333,20.5,210.9444444,111.1666667,1,0.888888889,0,1
20.8,272.2,92.75,1.4,1.05,26.95,242.5,126.05,0.9,0.75,0.2,0
23.25,300.75,88.85,1.35,1.25,24.05,227.65,135.8,1.4,0.45,0.1,0
21.35,254.7,103.8,2.05,1.1,29.95,254,142.4,1.1,0.55,0,0
23.5,224.45,117.2,1.2,0.85,20.15,219.35,122.85,1.7,1.35,0.1,1
24,241.35,129.7,1.15,0.9,25,315.3,85.5,0.95,1.35,0,0
18.95,204.4,91,1.4,0.85,22.55,260.2,116.05,1.4,0.75,0,1
28.5,262.55,112.7,1.2,0.85,22.25,276.15,99.4,1.65,0.9,0,1
17.4,219.3,100.75,1.4,1,20.15,234.95,119.6,1.4,0.8,0.1,1
18.2,226.75,119.6,1.95,1.35,29.25,261.6,117.25,1.4,0.65,0,0
23.75,249.6,106.15,1.15,0.8,25.4,257.05,122.6,1.45,0.7,0,1
25.45,272.15,131.85,1.35,1,24.5,235.15,130.3,1.2,0.75,-0.1,1
21.9,254.6,116.25,1.7,1.25,24.4,249.55,93.5,1.3,0.8,0.1,0
21.05,253.6,94.5,1.2,0.85,25.9,269.7,161.55,1.35,0.6,0.1,0
20,234.9,98.7,1.15,0.8,18.5,227.15,115.8,1.4,1.15,0.1,0
23.7,265.25,105.45,1.15,1.15,23.95,270.4,106.5,1.45,1.15,0,1
20.25,255.5,120,1.7,1,21.8,238.15,113.1,1.65,0.85,0.1,0
27.18181818,312.2727273,122.4090909,1,0.954545455,23.81818182,270.4090909,107.3181818,0.954545455,1,0.090909091,1
16.36363636,217.7727273,104.4545455,1.5,0.909090909,24.09090909,233.1818182,137.3636364,1.045454545,0.818181818,0,1
25.04545455,248.0454545,138.1363636,1.272727273,0.954545455,23.04545455,236.8181818,114.3181818,1.318181818,0.772727273,0.181818182,1
20.40909091,240.4545455,97.18181818,1.545454545,0.909090909,30.09090909,268.1818182,136.9545455,0.727272727,0.909090909,0.090909091,0
20.68181818,264.6363636,104.8636364,1.909090909,1.181818182,28.77272727,289.2727273,120.2272727,1.136363636,0.5,0,0
23.72727273,251.7272727,106.2272727,1.227272727,0.590909091,22.40909091,231.5909091,125.5,1.318181818,0.954545455,0.090909091,1
21,208.6818182,115.2727273,1.136363636,1.045454545,17.90909091,209.9090909,117.5454545,1.590909091,1.272727273,-0.090909091,0
20.36363636,218.3181818,116.8636364,1.545454545,1.136363636,21.36363636,227.8636364,112.1818182,1.363636364,0.909090909,0,1
19.36363636,221.4090909,135.9090909,1.727272727,1.090909091,23.40909091,240.4090909,117.0454545,1.318181818,0.772727273,0,1
24.54545455,286.5909091,110.8181818,1.136363636,0.681818182,23.18181818,263.9545455,115.3181818,1.318181818,0.909090909,0.090909091,0
26,311.2272727,92.95454545,1.318181818,1.090909091,24.13636364,243,110.2272727,1.272727273,0.909090909,0.090909091,1
22.36363636,241.7727273,107.7727273,1.636363636,1,23.59090909,257.4090909,102.6818182,1.454545455,0.909090909,0.090909091,0
22.40909091,219.4545455,96.54545455,0.954545455,0.590909091,20.45454545,255.3181818,115,1.863636364,0.863636364,0,0
21.18181818,274.0454545,100.5,1.636363636,1.136363636,25.68181818,240.2272727,112.4090909,1.227272727,0.863636364,0.090909091,0
23.81818182,276.0909091,98.09090909,1.454545455,1,20.27272727,239.0909091,119.7727273,1.772727273,0.772727273,0.090909091,1
23.68181818,254.5454545,138.7727273,1.681818182,1.090909091,26.81818182,288.4090909,101.9090909,1.090909091,1.136363636,0.090909091,1
19.95833333,263.9583333,89.625,1.5,1.125,30.20833333,278.9583333,116.8333333,1.208333333,0.708333333,0,0
22.66666667,224.9166667,131.1666667,1.041666667,1.041666667,23.25,236.2083333,127.125,1.5,0.833333333,0.166666667,0
21.29166667,252.75,97.79166667,2.083333333,0.875,20.33333333,212.7083333,94.04166667,1.416666667,0.916666667,0.083333333,0
20.91666667,215.6666667,108.2083333,1.333333333,0.75,23.75,238.0833333,129.5833333,1.541666667,0.958333333,0.083333333,0
26,284.375,117.9166667,1.125,1.083333333,23.08333333,245.4583333,114,1.291666667,0.75,0,1
22.95833333,233.0833333,112.6666667,1.166666667,0.916666667,18.875,234.4166667,131.125,1.833333333,1.25,0.083333333,1
23.08333333,246.0833333,146.4583333,1.541666667,0.791666667,25.16666667,283.2916667,96.95833333,0.916666667,0.916666667,0,1
27.20833333,248.4166667,117.7083333,1.208333333,0.625,20.91666667,282.7916667,107.9583333,1.833333333,1.208333333,0,0
24.875,244.0416667,115.7916667,1.166666667,0.75,22.5,277.4583333,96.33333333,1.541666667,1,0,0
19.33333333,246.9166667,117.0416667,1.25,1.083333333,25.375,268,110.0416667,0.958333333,0.875,0,1
19.16666667,213.2083333,129.2083333,1.708333333,1.291666667,23.58333333,224.3333333,118.9166667,1.208333333,0.833333333,0.083333333,1
22.41666667,246.0416667,129.875,1.333333333,0.625,16.58333333,215.5833333,99.41666667,1.375,0.916666667,0,1
19.83333333,205.9583333,134.9583333,1.125,1.083333333,16.16666667,220.6666667,96.04166667,1.375,0.958333333,0.083333333,1
27,282.6666667,134.3333333,1.083333333,0.791666667,23.5,284.9583333,107,1.291666667,1.416666667,0,1
25.45833333,256.4583333,112.2083333,1.041666667,0.75,23.29166667,289.25,109.375,1.333333333,1.041666667,0,1
27.125,274.5,114.1666667,1.166666667,0.75,25.45833333,274.5416667,121.625,1.75,1,0.083333333,1
20,250.6538462,115.5384615,1.961538462,0.846153846,25.46153846,245.3461538,118.3846154,1.269230769,0.807692308,0.076923077,0
20.07692308,239.6153846,113.7692308,1.423076923,0.769230769,21.61538462,214.2307692,133.2307692,1.115384615,0.961538462,0,0
22.61538462,243.1538462,101.2692308,1.153846154,0.923076923,24.92307692,277.5,117.9615385,1.5,0.884615385,0,0
26.69230769,254.2692308,129.8846154,0.730769231,0.730769231,21.34615385,273.9230769,98.34615385,1.538461538,1.269230769,0.076923077,1
23.34615385,286.1923077,105.1153846,1.269230769,1.307692308,24.30769231,256.4230769,121.6923077,0.961538462,1.115384615,0.076923077,1
25.23076923,317.2307692,87.15384615,1,1.346153846,28.19230769,272.6538462,135.6538462,1.115384615,0.692307692,0.076923077,1
23.03846154,236.9615385,126.4230769,1.423076923,0.846153846,18.92307692,244.2307692,92.11538462,1.307692308,0.769230769,0.076923077,1
22.61538462,267.3076923,99.61538462,1.230769231,1.153846154,23.65384615,245.8846154,144.3076923,1.653846154,0.807692308,0,0
22.57692308,232.7692308,119.5384615,1.153846154,1.153846154,20.84615385,239.9230769,108.1923077,1.538461538,1.115384615,0,0
18.88461538,210.4615385,123.3076923,1.576923077,1.076923077,25.07692308,220.6538462,143.3846154,1.307692308,0.769230769,0,0
23.23076923,244.3461538,108.2692308,1.307692308,0.923076923,21,253.1923077,105.8076923,1.692307692,0.846153846,0.076923077,0
20.30769231,229.7692308,99.76923077,1.384615385,1.038461538,23.53846154,267.1153846,123.2692308,1.192307692,1.192307692,0,1
23.07692308,261.5384615,106.1923077,1.307692308,0.807692308,22.96153846,234.3461538,140.1923077,1.461538462,1,0,1
21.69230769,244.3461538,86.5,1.192307692,0.884615385,22.76923077,243.4230769,108.6923077,1.615384615,0.653846154,0,1
25.23076923,249.3846154,115.3846154,1.115384615,0.576923077,22.69230769,252.1153846,131.1538462,2,0.807692308,0.076923077,0
22.19230769,223.1923077,120.6538462,1.384615385,0.961538462,24.26923077,232.3076923,123,1.423076923,0.961538462,0.076923077,1
21.03571429,279.25,114.6428571,1.178571429,1.178571429,26.82142857,266.8571429,104.6785714,0.928571429,0.892857143,0.071428571,0
21.25,250.5714286,98.75,1.964285714,0.821428571,23.07142857,216.5357143,106.5,1.142857143,0.75,0.071428571,0
23.78571429,228.3571429,128.25,1.5,0.821428571,20.89285714,237.75,120.25,1.357142857,0.892857143,0,1
19.07142857,252.5714286,94.42857143,2.142857143,0.964285714,31.75,279.7857143,142.4285714,1.071428571,0.607142857,0,0
26.42857143,256.5,118.1785714,1.035714286,0.857142857,20.60714286,239.7142857,111.75,1.392857143,1.071428571,0,1
25.21428571,305.6071429,113.3214286,1.25,1.071428571,25.96428571,274.7857143,107.5357143,0.928571429,0.892857143,0,0
23.89285714,244.8214286,116.4285714,0.964285714,0.892857143,21.67857143,280.4285714,96.85714286,1.321428571,1.035714286,0.071428571,0
21.53571429,274.1428571,107.7142857,1.821428571,1.071428571,27,236.25,143.3928571,1.571428571,0.5,0,0
20.25,224.7857143,109,1.928571429,1.035714286,22.10714286,218.0714286,115.9285714,1.392857143,0.928571429,0,0
19.75,223.7857143,132,1.25,0.928571429,24.14285714,255.3928571,121.75,1.321428571,0.892857143,0,0
25.07142857,258.6428571,127.6071429,1,0.75,21.39285714,215.8214286,126.7142857,1.5,0.964285714,0,0
24.92857143,254.8571429,122.0714286,1.214285714,0.714285714,20.78571429,260.5714286,103.8928571,1.392857143,0.821428571,0.071428571,1
25.67857143,274.9642857,115.3928571,1.5,0.928571429,19.78571429,235.9642857,94.21428571,1.428571429,1.178571429,0.142857143,1
16.57142857,218.0714286,94.5,1.785714286,1.392857143,22.25,211,128.0357143,1.071428571,1.357142857,0.071428571,0
23.28571429,260.1071429,114.3928571,1.357142857,1.071428571,24.28571429,257.1785714,123.6071429,1.25,1,0,1
20.28571429,210.3571429,125.9285714,1.214285714,0.75,20.57142857,215.2142857,134.5714286,1.678571429,0.821428571,0.071428571,1
