Home Scoring,Home Pass Yds,Home Rush Yds,Home Fumbles,Home Ints,Away Scoring,Away Pass Yds,Away Rush Yds,Away Fumbles,Away Ints,Home Field Adv,Target,Home Twitter Sentiment,Away Twitter Sentiment,Home Twitter Rate,Away Twitter Rate,Unnamed: 0
21.1875,212.5833333,99.84027778,0.708333333,0.548611111,19.63888889,265.3888889,97.41666667,1.5,0.631944444,0.180555556,0,0.17447159,0.099968036,2.73381295,-2.713714078,119
23.20138889,245.1527778,119.3333333,0.916666667,0.784722222,26.56944444,295.5763889,111.25,0.972222222,1.236111111,0.069444444,0,0.067971642,0.1123125,-0.684563758,0.533880903,120
18.5,231.9375,119.125,1.75,0.875,18.5,263.625,100.25,1.4375,0.9375,0.125,1,0.157608696,0.107978351,-0.668449198,-0.856950067,121
22.1875,239.1875,119.375,1.375,0.9375,23.25,223.75,133.875,1.5,1.3125,0,0,0.166978738,0.169722553,-2.795138889,-0.222634508,122
20.625,229.9375,117.875,1.5,0.75,16.875,202.6875,127.6875,1.8125,0.5625,0,0,0.099833013,0.209456103,-1.445205479,-0.618811881,123
22.25,269.5,128.1875,1,1.0625,22.6875,245.0625,101.625,1.375,0.625,0,0,0.155185472,0.108051312,2.992957746,-1.135734072,124
15.75,223.3125,87.5,1.8125,1.125,24.5625,254.75,106.1875,1.5,0.875,0.125,1,0.062073354,0.223545275,0.721393035,-1.33436373,125
24.375,226.5625,132.375,1.625,0.75,19.75,285.0625,79.75,1.875,1,0,1,0.164882553,0.150429239,1.062355658,0.237933379,126
21.6875,225.9375,129.25,1.6875,1.0625,25.8125,277.75,102.625,1.25,0.8125,0,1,0.170290103,0.147177627,-3.005983809,2.748054475,127
23.9375,273.75,99.4375,1.4375,1.0625,24.0625,273.125,117.3125,1.25,1.4375,0,0,0.11437274,0.142517568,-2.40501977,1.903787103,128
29.625,311.3125,99.375,0.9375,0.625,21.9375,256.5625,125.1875,1.0625,1.25,0.125,1,0.166485031,0.128303551,-1.045494313,3.210526316,129
21.55555556,198.8888889,137.1111111,1.611111111,1.166666667,24.94444444,246,107.8333333,1.555555556,0.833333333,0.111111111,1,0.111396014,0.064013056,1,-2.063597218,130
21.61111111,245.3333333,92.88888889,1.833333333,0.611111111,20.22222222,216.3333333,97.5,1.444444444,0.944444444,0,1,0.186913322,0.087578396,-1.700632467,-2.519379845,131
20.88888889,248.2777778,119.8333333,1.333333333,1.333333333,22.61111111,251.0555556,120.0555556,0.833333333,0.944444444,0.111111111,1,0.180218605,0.188806349,0.709876543,-0.03742515,132
30.72222222,298.0555556,120.5,1.055555556,0.666666667,19,272.3888889,98.83333333,1.222222222,1.666666667,0.222222222,1,0.215569101,0.189534382,-1.949668142,-0.515320334,133
27.16666667,258.6111111,115.5555556,1.444444444,0.722222222,20.77777778,246.2777778,131.1111111,1.555555556,1.166666667,0.222222222,1,0.151615904,0.211432406,-2.937853107,-2.824889868,134
16.5,213.2222222,97.05555556,1.388888889,0.833333333,16.55555556,157.3888889,132.1111111,1.611111111,0.833333333,-0.111111111,1,0.125689013,0.072073566,-0.086705202,-2.378640777,135
17.66666667,241.1111111,96.33333333,1.388888889,1.555555556,22.27777778,260.9444444,122.9444444,2,0.888888889,0.111111111,0,0.073755085,0.135410641,1.938110749,2.628440367,136
22.88888889,229.0555556,138.8333333,0.944444444,0.722222222,25.11111111,264.6111111,125.0555556,1.444444444,1.111111111,0.111111111,0,0.153938857,0.173127927,-3.525641026,5.593575419,137
24.77777778,233.2222222,127,0.944444444,0.611111111,17.83333333,264.4444444,84.11111111,2,1.277777778,-0.111111111,1,0.185691744,0.191440813,0.519047619,0.353200883,138
17.5,236.6666667,110.1111111,1.666666667,0.777777778,20.38888889,233.5555556,121.1111111,1.277777778,0.888888889,0,0,0.197126562,0.058568702,-0.254237288,0.913043478,139
21.33333333,246.6666667,123.1666667,0.833333333,1.055555556,21.22222222,257,85.83333333,1.222222222,0.944444444,0.111111111,1,0.089542568,0.212381179,-2.33281493,0.752688172,140
25.83333333,219.8888889,123.7222222,1.166666667,0.833333333,22.38888889,294.6666667,107.3333333,1.555555556,1.555555556,0,1,0.165036698,0.039439608,4.80141218,2.213740458,141
23.38888889,267.5555556,104.6111111,1,1,23.94444444,259.1666667,146.5555556,1.666666667,1.388888889,0.111111111,0,0.104406987,0.066789658,0.652173913,3.480040942,142
26.5,287,119.9444444,0.944444444,1.277777778,18.94444444,259.5,113.7777778,1.166666667,1.166666667,0.111111111,1,0.201121117,0.154728851,0.537435137,7.263779528,143
25.65,296.65,101.8,1.35,1.45,28.7,265.7,118.15,1.35,1,0,0,0.252570448,0.244743167,1.369863014,-0.54850408,144
21.8,277.25,110.25,1.5,0.75,19.95,230.7,106.85,1.4,1.15,0,1,0.229593141,0.161652619,-0.339747444,-0.635135135,145
20.05,261.75,86.75,2.2,1.15,21.6,216,113.7,1.55,0.75,0.1,1,0.227214753,0.202189958,1.629392971,-0.388265746,146
17.8,244.05,116.9,1.4,0.75,21.85,238.2,120.8,1.65,1.1,-0.1,0,0.186634286,0.197022374,-0.535714286,-1.082474227,147
23.55,263.3,105.4,1.15,0.85,18.85,248.85,111.95,1.1,1.2,0.1,1,0.177904696,0.157439474,-0.576323988,-1.444099379,148
24.05,246.75,109.5,1.5,1.25,22.7,219.55,121.25,1.3,1.4,0,1,0.071804356,0.164128009,5.54427524,-0.377073906,149
21.45,205.75,122.7,1,0.9,17,228,90.85,1.75,0.6,0.2,1,0.258794672,0.224393137,0.25,-0.039215686,150
25.3,271.95,110.65,1.05,0.8,20.65,231.3,114.25,1.15,0.95,0,1,0.176130444,0.10851684,0.335276968,1.594202899,151
14.55,171.8,105.7,1.5,1.15,22.65,226.7,134.65,0.8,0.8,0.1,0,0.148640927,0.11802792,0.787037037,13.04166667,152
20.85,218.35,119.55,1.35,0.75,26.25,271.5,137.15,0.95,0.95,0.1,0,0.204086831,0.12234652,3.578553616,0.518987342,153
22.1,255.9,129,1.4,1.45,26.1,244.15,124.2,1.4,0.9,0.1,1,0.152750026,0.169672674,0.415293342,0.414227825,154
18.65,233.4,106.2,1.75,0.95,18.45,247.95,92,1.45,1.3,0.1,0,0.203060219,0.091773926,-0.992647059,0.193661972,155
24.15,281.1,108.25,1.65,1.2,23.2,194.95,139.6,1,0.9,0,0,0.052577337,0.198278194,-1.693121693,3.95631068,156
22,284.95,136.65,1.15,1.6,25.3,282.9,110.95,0.9,1.05,0,0,0.167158724,0.188289931,-0.763427882,-2.054886212,157
16.15,198.75,110.7,0.9,0.8,23.6,264.65,123.05,1,1.1,0,0,0.10613323,0.13573127,-1.300160514,6.984884646,158
27.05,297.45,120.25,1,1.25,22.8,275.65,102.35,1.2,0.7,0.1,1,0.167593593,0.133871009,6.038961039,-0.588404133,159
19.81818182,235.0454545,104,1.090909091,1.090909091,22.22727273,260.6363636,130.1363636,1.272727273,1.363636364,0.090909091,1,0.127363187,0.074997978,0.619266055,-1.054131054,160
21.5,236.4090909,123.0454545,1.136363636,1.136363636,23.04545455,247.7727273,106.2272727,1.136363636,1.181818182,0.090909091,0,0.132325949,0.128823984,0.513866232,0.968309859,161
22.90909091,245.6363636,119.5454545,1.409090909,1.136363636,24.68181818,273.1818182,137.5,1.272727273,1.136363636,0,0,0.196099259,0.230532682,6.397379913,1.548165138,162
20.36363636,256.7272727,101.1818182,1.363636364,0.727272727,20.31818182,216.0454545,102.3636364,0.681818182,0.863636364,0,1,0.195042189,0.098705292,-3.05509459,4.092261905,163
29.90909091,290,130.5,0.772727273,0.681818182,16.95454545,258.4090909,100.6818182,1.090909091,1.181818182,0.090909091,1,0.135877394,0.163360658,5.761363636,3.604651163,164
25.13636364,233.3636364,127.7727273,1.272727273,1.090909091,17.5,240.8636364,110,1.227272727,1.409090909,0,0,0.1715818,0.112585261,-1.956340956,-1.507592191,165
19.27272727,235.2272727,100.2272727,1.5,1.409090909,21.72727273,229.5909091,109.1363636,1.863636364,0.863636364,0.090909091,0,0.157455109,0.098162418,-1.502824859,-1.18882054,166
22.09090909,240.5909091,122.7272727,1.363636364,1.045454545,21.18181818,248.2727273,123.3181818,1.227272727,1.045454545,0.090909091,1,0.018714678,0.093112356,3.823529412,-0.474741327,167
23.63636364,247.1363636,117.5909091,1,0.772727273,19.90909091,229.6363636,105.1363636,1,1.136363636,0.090909091,1,0.098510246,0.100314669,-1.963048499,0.765027322,168
21.54545455,225.1818182,128.2272727,1.181818182,0.681818182,23.45454545,223.0454545,129.6818182,1.5,0.636363636,0,0,0.168550881,0.153525343,8.475274725,0.094850949,169
15.77272727,217.3181818,94.13636364,1.772727273,0.909090909,22.18181818,217.8181818,118.7727273,1.545454545,0.636363636,0,0,0.11511719,0.225447317,-0.355731225,1.224899598,170
24.18181818,209.1363636,143.8636364,1.272727273,0.681818182,13.68181818,235.5454545,90.13636364,2.136363636,0.954545455,0,1,0.12695676,0.159882642,0.102899906,4.783333333,171
21.77272727,304.1363636,93.90909091,1.227272727,1.454545455,29.95454545,295.8181818,113.8181818,1.227272727,0.863636364,0,0,0.076396392,0.190009555,-1.389069616,5.824847251,172
19.90909091,238.9545455,104.8181818,1.636363636,1.363636364,23.90909091,274.4090909,120.9545455,1.181818182,0.909090909,0.181818182,1,0.165222849,0.141467761,2.013157895,4.625806452,173
27.63636364,277.8636364,126.3636364,1,1.181818182,25.81818182,278.1363636,110.6818182,1.545454545,0.863636364,0.090909091,1,0.14101194,0.145388543,-2.453781513,5.191158901,174
18.77272727,182.7727273,125.3181818,1.181818182,0.909090909,20.40909091,245.1363636,109.5,1.363636364,1.227272727,0.090909091,0,0.015012461,0.107488189,19.18666667,3.06,175
21.16666667,229.4166667,131.5416667,1.041666667,0.666666667,15.41666667,201.3333333,95.29166667,1.041666667,0.708333333,0.083333333,1,0.142828993,0.071829508,0.511945392,1.744680851,176
18.95833333,216.0416667,99.375,0.916666667,1.25,23.33333333,229.1666667,124.4583333,1.291666667,0.5,0.083333333,0,0.149443797,0.143793593,-1.350245499,-0.804816223,177
27.25,247.4166667,129.5,1.291666667,0.541666667,15.25,214.25,93.875,1.583333333,1,0,1,0.256060523,0.094812737,-1.25483871,-3.268581081,178
23.25,223.8333333,115.375,1.458333333,1.166666667,17.625,204.125,116.7916667,1.416666667,1.208333333,0,1,0.14459644,0.14294517,-0.147368421,-0.49689441,179
18.70833333,288.5833333,94.79166667,1.25,1.5,25.75,275.7916667,111.875,1.291666667,0.75,0,0,0.1489,0.250725648,0.355411955,-2.711193242,180
21.58333333,257.6666667,105.7083333,1.333333333,0.708333333,25.91666667,290.5833333,122.875,0.916666667,0.875,0,0,0.185474472,0.14173269,0.589970501,-0.404290429,181
22,232.5,117,1.25,0.833333333,20.45833333,263.4583333,125.125,1.166666667,1.291666667,0,0,0.200205512,0.121365786,-0.01754386,3.497292419,182
20.04166667,208.75,130.625,1.541666667,0.916666667,19,226.4166667,105.625,1.208333333,1.125,0.083333333,1,0.12918431,0.059493527,-4.073869901,-1.88697318,183
27.625,284.9166667,103.3333333,1.458333333,0.833333333,21.79166667,221.375,130.1666667,1.25,1.041666667,0,1,0.058177295,0.064632975,-3.229777257,-2.716615698,184
22.25,264.2916667,113.7916667,1.041666667,1.041666667,24.70833333,252.4166667,123.125,0.958333333,0.916666667,0,0,0.194652673,0.156104884,0.700525394,-1.196682464,185
20.75,222.1666667,129.375,1.5,1,24.29166667,245.0833333,120.3333333,1.416666667,0.916666667,0.166666667,1,0.189208917,0.139323451,-1.134751773,1.164617486,186
16.375,240.1666667,90.33333333,1.875,1.333333333,23.20833333,235.3333333,124.7083333,0.958333333,0.583333333,0.166666667,1,0.149142423,0.213679195,10.59099437,-0.06416132,187
24.625,267.7916667,120.7083333,1.291666667,1.375,23.625,224.6666667,126.0833333,0.916666667,1.083333333,0,1,0.090953125,0.20013915,-2.171215881,-1.649408284,188
30.33333333,285.9166667,118.9583333,0.958333333,0.833333333,22.33333333,272.125,122.8333333,1.166666667,1.625,0.083333333,1,0.212244099,0.15642879,-1.258231421,-1.193678547,189
24.91666667,282.3333333,120.9166667,1.458333333,1.083333333,22.125,277.7916667,92.125,1.291666667,1.041666667,0,0,0.199285799,0.121149405,-1.013739946,3.459459459,190
21.33333333,222.1666667,130.9166667,1.416666667,0.958333333,16.08333333,229.2916667,101.0416667,1.625,0.958333333,0,1,0.166712236,0.153488304,5.265306122,-0.494037479,191
21.23076923,235.9230769,111.5384615,1.076923077,0.961538462,17.69230769,206.6923077,107.2307692,1.384615385,1,0.076923077,1,0.067090686,0.184293621,-0.186915888,-0.074404762,192
19.73076923,250.1538462,100.8461538,1.5,1.346153846,26.42307692,273,128.1923077,1.461538462,0.923076923,0,0,0.054671395,0.106608674,0.046153846,-2.28457335,193
16.26923077,219.9230769,99.88461538,1.846153846,0.576923077,23.5,226.5384615,132.1538462,1.192307692,0.884615385,0,0,0.176719578,0.143714907,-2.533081285,-2.242152466,194
20.53846154,246.2692308,104.2692308,1.038461538,1.076923077,22.96153846,229,124.1923077,1.346153846,1,0.076923077,0,0.202862437,0.067978849,-0.066225166,3.151408451,195
23.61538462,275.5769231,99.69230769,1.423076923,0.807692308,22.23076923,269.9230769,110.8846154,1.5,1.346153846,0.076923077,0,0.132430686,0.185254109,-1.056975506,-1.485671192,196
17.34615385,247.5384615,111.1923077,1.192307692,1.653846154,29.65384615,270.6923077,116.0384615,1,0.923076923,0,1,0.052775664,0.20067992,13.4137931,-0.892520427,197
26.34615385,243,140.4230769,1.153846154,0.653846154,20.03846154,239.2692308,115.2692308,1.038461538,1.269230769,0.076923077,0,0.162112786,0.1486247,1.049848943,-1.205837174,198
16.73076923,227.0769231,108.5,1.423076923,0.846153846,24.92307692,246.3076923,119.1153846,0.961538462,0.615384615,0.076923077,1,0.131141727,0.170454933,-1.536585366,-1.437994723,199
21.53846154,230.6923077,113.3846154,1.307692308,1.153846154,19.26923077,244.8846154,104.4615385,1.423076923,1.153846154,0,0,0.066985899,0.180920736,-0.891966759,-2.922465209,200
21.53846154,248.3076923,127.9615385,1.346153846,0.769230769,29.96153846,303.1538462,112,0.884615385,0.653846154,0,0,0.191993956,0.19017149,-2.131696429,1.113105925,201
22.88461538,232.8461538,137.4230769,1.461538462,1.461538462,27.73076923,271.0769231,120.7307692,1.076923077,1.115384615,0.076923077,0,0.179368339,0.191619368,-0.543286219,-0.248344371,202
19.5,214.0384615,127.8076923,1.5,0.961538462,17.92307692,236.4615385,105.5769231,1.153846154,0.769230769,0.076923077,1,0.152062832,0.111043123,-3.847773767,1.498422713,203
21.80769231,236.6923077,129.0769231,1.384615385,1.461538462,23.80769231,229.1153846,110,1.423076923,0.884615385,0.076923077,1,0.145234377,0.142553714,-1.486988848,0.155459147,204
20.88461538,248.6153846,131.7692308,1.346153846,1.038461538,26.84615385,290.9230769,114.6153846,1,0.769230769,0,0,0.218896964,0.17554369,2.45412844,2.820069204,205
20.23076923,251,100.5,1.692307692,1.192307692,23.80769231,225.6538462,123.0769231,1.192307692,0.884615385,0,1,0.211359406,0.179182409,0.570175439,0.913006029,206
19.42307692,197.1538462,111.9615385,0.846153846,0.576923077,17.84615385,262.8076923,92.53846154,1.5,1.115384615,0,1,0.173614435,0.114885785,1.615598886,10.11609907,207
15.96428571,196.2857143,99.92857143,1.25,1.035714286,26.35714286,246.6428571,145.25,1.035714286,0.607142857,0,1,0.20345426,0.144691329,0.633802817,-2.240948814,208
23.35714286,248.75,121.7857143,1.178571429,1.071428571,23.67857143,208.6428571,151.2857143,1.571428571,0.892857143,0,1,0.166775241,0.233686174,-0.178970917,-2.561538462,209
22.53571429,251.1071429,132.8928571,1.321428571,0.892857143,13.71428571,201.9285714,98.32142857,1.25,0.642857143,0,1,0.126019955,0.130692903,-3.709677419,-0.440613027,210
20.42857143,228.7857143,101.1785714,1.178571429,0.892857143,17.32142857,199.0357143,123.3928571,1.607142857,0.857142857,0,1,0.135517341,0.200413556,-0.592592593,0.634441088,211
25.21428571,295.5,99.60714286,0.928571429,0.857142857,20.82142857,264.2142857,122.5357143,1.428571429,1,0.071428571,1,0.281746114,0.157155542,-0.497787611,-1.808855292,212
21.78571429,240.8928571,112.5357143,0.928571429,0.821428571,19.85714286,236.4642857,101.0714286,1.678571429,0.928571429,0.071428571,1,0.193326225,0.148820152,0.040650407,1.501305483,213
21.71428571,220.4285714,130.3214286,1.428571429,0.678571429,15.39285714,215.25,92.92857143,1.642857143,0.892857143,0,1,0.226749754,0.154657677,1.107064822,-2.566747573,214
25.64285714,246.6428571,115.8571429,1.5,1.071428571,23.17857143,264.8571429,99.5,1.464285714,1.107142857,0,0,0.124445351,0.175391239,-0.482117812,0.931802836,215
20.5,230.7142857,126.5,1.035714286,1.107142857,22.71428571,234.8214286,134.3214286,1.178571429,1.321428571,0,0,0.181944425,0.161370012,-2.869850187,-1.922695738,216
26.5,263.3571429,141.0714286,1.142857143,1.035714286,21.96428571,240.2142857,113.9285714,1.464285714,1.142857143,0.071428571,1,0.219704348,0.171965283,-0.374493927,-1.93597561,217
23.5,265.5357143,100.7857143,1.571428571,1,21.21428571,221.1428571,127.3571429,1.428571429,0.928571429,0,0,0.171089878,0.104764885,-0.557939914,0.46692607,218
25.28571429,255.9285714,111.7142857,0.964285714,1.071428571,24.64285714,262.0714286,126.5714286,1.571428571,1.25,0.071428571,1,0.22095419,0.219938138,1.785714286,0.649606299,219
23.53571429,259.1785714,116.6785714,1.392857143,0.892857143,22.78571429,255.6428571,123.9285714,1.357142857,1.392857143,0,0,0.13976517,0.160741009,5.472136223,1.368102797,220
16.75,237.4285714,87.67857143,1.75,1.214285714,21.42857143,217.3928571,115.6428571,1,0.928571429,0.071428571,0,0.196905482,0.200551826,3.229665072,-1.287719298,221
27.60714286,291.4285714,99.21428571,1.214285714,0.857142857,21.85714286,256.0714286,115.75,1.25,1.571428571,0.142857143,1,0.19229844,0.191361935,1.277735272,-0.441672286,222
26.35714286,293.75,111,0.785714286,0.892857143,23.10714286,270.5357143,110.25,1,0.714285714,0.071428571,1,0.129918106,0.15377191,1.864904552,12.36245955,223
21.5,306,54,1.5,2,35.5,272,150,0.5,0.5,0,1,0.126841228,0.118260015,-2.647414837,-2.09212797,0
34,247,139.5,1,1.5,36,262,135,1.5,1.5,1,1,0.15909766,0.110991451,-2.206323563,-3.072666025,1
25,194.5,138.5,1,0.5,16.5,243.5,31.5,1.5,1,1,0,0.200499163,0.140135205,-3.062460667,-3.231615808,2
16,225,54,1.5,1.5,22,281.5,64,2,0,1,1,0.084545361,0.127990575,-3.120595145,-3.826560834,3
15,269,139.5,2.5,2.5,30,223.5,110.5,1.5,2,1,1,0.115210633,0.085447681,-3.617216117,-2.99591002,4
25,311.5,81.5,2.5,1,24,238.5,81,0.5,1,1,1,0.186895184,0.179515526,-3.022450111,-3.142493639,5
15,269,139.5,2.5,2.5,30,223.5,110.5,1.5,2,1,1,0.179437556,0.140026857,-2.943274457,-3.482696703,6
13.5,258,46,1.5,1,20,222.5,136.5,0,0.5,0,1,0.125030949,0.150355859,-2.423167849,-2.966348151,7
16.5,239.5,94.5,3,1.5,28,268,103,0.5,0,1,0,0.12756616,0.142846243,-2.902033272,-3.730249928,8
22,284.5,88,2.5,1.5,33.5,301.5,118.5,0.5,0.5,1,1,0.233231818,0.180419858,-2.76895143,-2.671092952,9
27.5,268.5,54.5,1.5,1,33.5,337.5,118,1.5,1.5,0,1,0.135188396,0.151214905,-2.942729488,-2.213485823,10
16.5,183,98.5,1.5,0.5,22,261,93,1,1,0,1,0.14999,0.13368135,-3.323434125,-1.931488801,11
28,233.5,97,0,0,13.5,284.5,32.5,2.5,0.5,1,1,0.217426471,0.118375692,-3.309455587,-2.860811505,12
23.5,220,135,1,2,39.5,259.5,106,1.5,0.5,1,1,0.135577293,0.110639267,-3.55070311,-2.328166588,13
26.5,204.5,131.5,1.5,0,24.5,329,64,0.5,2,1,1,0.150340916,0.155239669,-1.544273194,-2.509444929,14
29.5,272,79.5,1,0.5,27.5,255.5,123,1,1,1,1,0.12153398,0.151837491,-0.188811189,-1.333333333,15
25.75,276.5,112.75,1,1.25,25.25,296.5,117.25,0.75,1.25,0.5,0,0.174872086,0.103182197,-1.275402943,-2.458117272,16
27,251.75,124.25,2,1.5,28.5,252,156.5,1.25,2,0,0,0.156968187,0.19834694,-1.002186589,-1.468401487,17
33.5,285.25,120,1,1,29,283,168.5,2,0.75,0,0,0.138919978,0.138346942,-0.712328767,0.449438202,18
34.75,294.25,145.25,1.25,0.25,27.5,297,98,1.5,1.25,0.5,0,0.082307068,0.146606623,-1.526293288,-0.42218543,19
18.25,217.5,70.75,1.25,0.5,29.5,276.25,118.75,0.75,1.25,0,1,0.158825788,0.150939299,-0.612244898,-1.257292882,20
25,222.25,150,1,1.5,25.25,260.75,78.5,1,0.5,0,0,0.136398303,0.057406547,0.90625,-0.987401113,21
24.25,249.5,121.5,1,0.75,22.75,228.5,96.75,1.5,0.25,0,0,0.240932168,0.158720898,0.03560529,-1.444933921,22
26.5,255,116.75,0,2.25,24.5,265.75,99.25,2.25,1.25,0,1,0.125766667,0.164437608,0.439397398,0.651530109,23
21.75,262,86.25,1,0.5,25.75,230.25,132.75,1.5,0,0,1,0.134753255,0.192853217,-0.219298246,-1.504153913,24
20.5,342.75,74,1.75,1.75,23.5,186.25,118.25,0.5,0.5,0.5,1,0.11160407,0.150380608,-3.593817089,-0.097037794,25
26.25,253.5,112.5,1.25,1.5,22.75,247.25,58.5,1.5,0.25,0,0,0.102584859,0.103050993,0.024213075,-1.753875969,26
19.75,176.25,88.75,1.75,1.5,18.75,289.25,121,1.75,2,0,1,0.178357645,0.150575984,0.809759547,0.235342692,27
17,265.25,63,1.75,0.25,25.75,237.75,109,0.25,0.25,0,1,0.140057663,0.155188511,0.860676426,-0.163990434,28
17.25,197.25,88.25,1.5,1.5,25.75,231.25,110.25,0.75,0.25,0,0,0.175544687,0.165625,-2.637644046,2.601809955,29
25,243.25,88.75,1.25,0.5,22.25,286,127.5,1,1,0,1,0.124166497,0.140747661,1.995696611,1.392610637,30
20.75,160.25,144.25,0.75,1.25,18,253.75,60.75,2.25,1,0.5,1,0.156409615,0.155780756,5.628019324,1.857772878,31
28.83333333,297.6666667,120.3333333,1.166666667,1.166666667,20.66666667,267.3333333,99.5,1.666666667,1.5,0,1,0.166387054,0.112421196,-1.082276048,0.501367366,32
16.5,224.8333333,77.16666667,2.166666667,0.833333333,22.5,196.3333333,131,0.333333333,1,0.333333333,1,0.181428098,0.184248959,-0.978165939,1.390151515,33
25.16666667,229.1666667,129.5,1.166666667,0.833333333,26.83333333,281.8333333,105,1.333333333,0.833333333,0,0,0.202212628,0.139580226,3.751461988,-1.422673865,34
28.83333333,258,114.6666667,0.666666667,0.5,16.66666667,252.6666667,112.5,1.5,2,0.333333333,1,0.122219275,0.199863111,-0.671641791,4.769520226,35
24.33333333,240.1666667,95.66666667,1.333333333,0.833333333,24.16666667,217.8333333,144.8333333,1.166666667,0.833333333,0,0,0.093844649,0.127220314,2.380430814,-2.091932458,36
19.83333333,258.8333333,129.5,1.666666667,1,27,234.1666667,110.6666667,1.166666667,0.666666667,0.333333333,0,0.15617964,0.12361624,0.595647194,-0.765060241,37
33.5,286.8333333,150.3333333,1,0.333333333,18.16666667,241.5,52.83333333,1.333333333,0.833333333,0.333333333,1,0.172243365,0.212394791,0.379464286,1.634746922,38
24.33333333,287.1666667,98.66666667,1,0.833333333,27.33333333,252.5,108,2,0,0.333333333,0,0.123107862,0.168650865,0.140296181,3.06766055,39
25.66666667,227.1666667,136.1666667,1.833333333,0,25.83333333,286.3333333,127.5,0.833333333,0.666666667,0,0,0.187797184,0.17171836,1.016109046,1.09403255,40
27.5,273.1666667,103.3333333,1.166666667,0.5,23,272.1666667,80.16666667,1.333333333,0.666666667,0,1,0.139141146,0.162035758,-0.420054201,1.022825151,41
22.16666667,253.6666667,73.83333333,1,0.666666667,17.5,216.8333333,140.3333333,1.5,1,0,1,0.175462304,0.074561344,-0.818624467,-1.097883598,42
26.83333333,256.8333333,93.33333333,1.5,1.166666667,27.66666667,307.1666667,112.1666667,1.833333333,1.166666667,0,0,0.138972159,0.087231168,-0.328125,-0.695384615,43
26.5,265.5,146.6666667,1.833333333,0.5,22.83333333,228.5,114.1666667,0.5,1.5,0,1,0.065937242,0.097746085,0.98204716,0.630990415,44
18.66666667,290.5,112.3333333,1.833333333,2,26.66666667,264.5,101.6666667,1,1.333333333,0.333333333,1,0.14314766,0.109906127,0.289169295,5.417810906,45
16.16666667,258,76.33333333,1.666666667,1.5,21.33333333,186,108.3333333,0.666666667,1.166666667,0.333333333,0,0.148110386,0.126019603,6.859541985,-0.104909778,46
17.5,250,95.75,1.5,1,22.75,225.625,101.625,1,1.375,0.25,1,0.206776322,0.204103613,-1.286644951,2.88573508,47
23.20833333,260.7916667,78.25,1.333333333,0.916666667,20.75,243.25,123.375,1.458333333,0.916666667,0.166666667,1,0.112090778,0.170150537,1.649593783,-0.396371769,48
26.125,315.375,103.375,1,1.25,19.625,259.5,97.25,1.25,1.625,0,1,0.127109119,0.094398703,-2.204857842,0.675227838,49
21.375,288.125,133.5,2,1.375,32.125,278.125,115.875,0.875,0.625,0.25,0,0.102816475,0.187323551,-0.342886387,0.767909715,50
25.25,306.625,83.375,1.375,1.125,24.75,263,141.625,1.5,0.875,0.25,0,0.110064032,0.121659522,0.43768546,-0.502824859,51
20.29166667,255.125,101.6666667,0.458333333,1.166666667,24.45833333,258.5416667,107.7916667,1.416666667,0.541666667,0.083333333,1,0.11761112,0.18213862,4.777777778,-2.779395297,52
24.875,244.625,158.625,1.75,1,30.875,313.875,93.375,0.875,0.875,0.25,0,0.157002239,0.120048532,1.229449607,0.612068966,53
17.25,246.375,92.375,2,1,22.375,214.75,142.75,0.5,0.875,0,0,0.204476733,0.141112211,-2.012518055,-3.589211618,54
16.25,222.5,87.625,1.625,1.5,25.625,242.375,125.625,0.625,1,0,0,0.117567857,0.165466084,-0.839340886,-0.375053579,55
30.125,249.5,129.625,1.25,0.125,19.125,253,77,1.375,0.625,0,1,0.223892622,0.127758099,-0.689410092,-1.329896907,56
29.375,241,152.25,2.125,0.625,22.5,221.75,118.75,1.625,1.25,0.25,1,0.150605018,0.169151684,1,-2.672903441,57
27.125,272.875,115.75,1,0.375,25.75,288.25,97.125,1.375,1.125,0.5,1,0.156883791,0.134375317,0.033288948,0.892504931,58
22.625,293.375,80,1.25,1.25,28.75,254.625,143.375,1.75,0.75,0,1,0.133307692,0.134095445,-0.269503546,1.429587482,59
17.125,205,88,1.75,1.125,29.375,220.25,154.875,0.75,0.625,0,0,0.037964497,0.15107817,1.373979718,6.026970954,60
19.925,221.975,80.325,1.45,0.625,29.725,283.5,111.85,1.4,0.425,0.1,1,0.128061573,0.183275153,-1.264044944,-2.030544489,61
24.75,210.05,106,1,0.8,20.775,295.575,127.275,2.05,1.65,0.1,1,0.134832464,0.111801669,1.499442586,1.598901099,62
19.7,246.2,126.4,0.9,1.4,19.9,252.7,78,1.3,1.2,0.2,1,0.134825404,0.172130747,0.043969849,5.833333333,63
30.425,294.825,111.65,0.925,0.3,17.675,244.025,101.775,1.45,1.15,0.1,1,0.169313034,0.163805133,-0.195852535,1.054701466,64
22.9,256.9,98,1.5,1,26.4,287.6,123.2,1.2,1.3,0,1,0.123232962,0.132071128,-1.178832117,-1.514324693,65
24,242.225,112.8,1.025,0.525,17.025,291.725,93.075,1.9,1.6,-0.1,1,0.137012492,0.113409767,-2.224585283,-1.553810505,66
23.55,226.2,109.375,1.4,0.85,24.575,252.8,134.95,0.775,1.125,0.15,1,0.097393907,0.207906376,-2.514551804,-2.724690083,67
